User_id,Account,YouTubeLog_id,Video_id,Video_Time,Behavior,CreateDate
37,S10527120,476,gzCSV35U5-w,397,paused,"2017-04-26 08:20:21"
37,S10527120,477,gzCSV35U5-w,397,playing,"2017-04-26 08:20:21"
37,S10527120,478,gzCSV35U5-w,401,paused,"2017-04-26 08:20:21"
37,S10527120,479,gzCSV35U5-w,401,playing,"2017-04-26 08:20:21"
37,S10527120,480,gzCSV35U5-w,405,paused,"2017-04-26 08:20:22"
37,S10527120,481,gzCSV35U5-w,405,playing,"2017-04-26 08:20:22"
37,S10527120,482,gzCSV35U5-w,409,paused,"2017-04-26 08:20:22"
37,S10527120,483,gzCSV35U5-w,409,playing,"2017-04-26 08:20:22"
37,S10527120,484,gzCSV35U5-w,411,paused,"2017-04-26 08:20:23"
37,S10527120,485,gzCSV35U5-w,411,playing,"2017-04-26 08:20:23"
37,S10527120,486,gzCSV35U5-w,414,paused,"2017-04-26 08:20:23"
37,S10527120,487,gzCSV35U5-w,414,playing,"2017-04-26 08:20:23"
37,S10527120,488,gzCSV35U5-w,423,paused,"2017-04-26 08:20:24"
37,S10527120,489,gzCSV35U5-w,423,playing,"2017-04-26 08:20:24"
37,S10527120,490,gzCSV35U5-w,425,paused,"2017-04-26 08:20:24"
37,S10527120,491,gzCSV35U5-w,425,playing,"2017-04-26 08:20:24"
37,S10527120,492,gzCSV35U5-w,431,paused,"2017-04-26 08:20:25"
37,S10527120,493,gzCSV35U5-w,431,playing,"2017-04-26 08:20:25"
37,S10527120,494,gzCSV35U5-w,436,paused,"2017-04-26 08:20:25"
37,S10527120,495,gzCSV35U5-w,436,playing,"2017-04-26 08:20:25"
37,S10527120,496,gzCSV35U5-w,445,paused,"2017-04-26 08:20:25"
37,S10527120,497,gzCSV35U5-w,445,playing,"2017-04-26 08:20:26"
37,S10527120,498,gzCSV35U5-w,450,paused,"2017-04-26 08:20:26"
37,S10527120,499,gzCSV35U5-w,450,playing,"2017-04-26 08:20:26"
37,S10527120,500,gzCSV35U5-w,455,paused,"2017-04-26 08:20:26"
37,S10527120,501,gzCSV35U5-w,455,playing,"2017-04-26 08:20:26"
37,S10527120,502,gzCSV35U5-w,467,paused,"2017-04-26 08:20:27"
37,S10527120,503,gzCSV35U5-w,467,playing,"2017-04-26 08:20:27"
37,S10527120,504,gzCSV35U5-w,467,buffering,"2017-04-26 08:20:27"
37,S10527120,505,gzCSV35U5-w,467,playing,"2017-04-26 08:20:27"
37,S10527120,506,gzCSV35U5-w,478,paused,"2017-04-26 08:20:27"
37,S10527120,507,gzCSV35U5-w,478,playing,"2017-04-26 08:20:27"
51,S10527133,508,gzCSV35U5-w,6,playing,"2017-04-26 08:20:28"
40,S10527122,509,gzCSV35U5-w,75,buffering,"2017-04-26 08:20:28"
40,S10527122,510,gzCSV35U5-w,75,playing,"2017-04-26 08:20:28"
37,S10527120,511,gzCSV35U5-w,490,paused,"2017-04-26 08:20:29"
37,S10527120,512,gzCSV35U5-w,490,playing,"2017-04-26 08:20:29"
40,S10527122,513,gzCSV35U5-w,82,buffering,"2017-04-26 08:20:30"
37,S10527120,514,gzCSV35U5-w,496,paused,"2017-04-26 08:20:30"
40,S10527122,515,gzCSV35U5-w,82,playing,"2017-04-26 08:20:30"
37,S10527120,516,gzCSV35U5-w,496,playing,"2017-04-26 08:20:30"
40,S10527122,517,gzCSV35U5-w,87,buffering,"2017-04-26 08:20:30"
40,S10527122,518,gzCSV35U5-w,87,playing,"2017-04-26 08:20:30"
37,S10527120,519,gzCSV35U5-w,499,paused,"2017-04-26 08:20:31"
37,S10527120,520,gzCSV35U5-w,499,playing,"2017-04-26 08:20:31"
40,S10527122,521,gzCSV35U5-w,92,buffering,"2017-04-26 08:20:31"
40,S10527122,522,gzCSV35U5-w,97,playing,"2017-04-26 08:20:31"
37,S10527120,523,gzCSV35U5-w,505,paused,"2017-04-26 08:20:31"
37,S10527120,524,gzCSV35U5-w,505,playing,"2017-04-26 08:20:31"
40,S10527122,525,gzCSV35U5-w,99,paused,"2017-04-26 08:20:33"
70,S10527173,526,gzCSV35U5-w,131,paused,"2017-04-26 08:20:33"
70,S10527173,527,gzCSV35U5-w,131,playing,"2017-04-26 08:20:33"
40,S10527122,528,gzCSV35U5-w,99,playing,"2017-04-26 08:20:36"
40,S10527122,529,gzCSV35U5-w,100,paused,"2017-04-26 08:20:37"
40,S10527122,530,gzCSV35U5-w,100,playing,"2017-04-26 08:20:38"
40,S10527122,531,gzCSV35U5-w,102,paused,"2017-04-26 08:20:40"
40,S10527122,532,gzCSV35U5-w,102,playing,"2017-04-26 08:20:42"
40,S10527122,533,gzCSV35U5-w,108,buffering,"2017-04-26 08:20:43"
40,S10527122,534,gzCSV35U5-w,108,playing,"2017-04-26 08:20:43"
70,S10527173,535,gzCSV35U5-w,126,paused,"2017-04-26 08:20:44"
70,S10527173,536,gzCSV35U5-w,126,playing,"2017-04-26 08:20:44"
40,S10527122,537,gzCSV35U5-w,114,buffering,"2017-04-26 08:20:45"
40,S10527122,538,gzCSV35U5-w,114,playing,"2017-04-26 08:20:45"
70,S10527173,539,gzCSV35U5-w,112,paused,"2017-04-26 08:20:45"
70,S10527173,540,gzCSV35U5-w,112,playing,"2017-04-26 08:20:45"
40,S10527122,541,gzCSV35U5-w,120,buffering,"2017-04-26 08:20:46"
70,S10527173,542,gzCSV35U5-w,90,paused,"2017-04-26 08:20:46"
40,S10527122,543,gzCSV35U5-w,120,playing,"2017-04-26 08:20:46"
70,S10527173,544,gzCSV35U5-w,90,playing,"2017-04-26 08:20:46"
40,S10527122,545,gzCSV35U5-w,126,buffering,"2017-04-26 08:20:47"
40,S10527122,546,gzCSV35U5-w,126,playing,"2017-04-26 08:20:47"
40,S10527122,547,gzCSV35U5-w,132,buffering,"2017-04-26 08:20:49"
44,S10527126,548,gzCSV35U5-w,0,buffering,"2017-04-26 08:20:50"
40,S10527122,549,gzCSV35U5-w,138,playing,"2017-04-26 08:20:50"
44,S10527126,550,gzCSV35U5-w,0,playing,"2017-04-26 08:20:51"
40,S10527122,551,gzCSV35U5-w,143,buffering,"2017-04-26 08:20:51"
40,S10527122,552,gzCSV35U5-w,143,playing,"2017-04-26 08:20:51"
40,S10527122,553,gzCSV35U5-w,145,paused,"2017-04-26 08:20:53"
51,S10527133,554,gzCSV35U5-w,47,paused,"2017-04-26 08:21:10"
25,S10527109,555,gzCSV35U5-w,194,paused,"2017-04-26 08:21:32"
24,S10527108,556,gzCSV35U5-w,0,buffering,"2017-04-26 08:21:54"
25,S10527109,557,gzCSV35U5-w,195,playing,"2017-04-26 08:21:55"
24,S10527108,558,gzCSV35U5-w,0,playing,"2017-04-26 08:21:56"
37,S10527120,559,gzCSV35U5-w,611,paused,"2017-04-26 08:21:56"
37,S10527120,560,gzCSV35U5-w,611,playing,"2017-04-26 08:21:56"
37,S10527120,561,gzCSV35U5-w,625,paused,"2017-04-26 08:21:57"
37,S10527120,562,gzCSV35U5-w,625,playing,"2017-04-26 08:21:57"
37,S10527120,563,gzCSV35U5-w,644,paused,"2017-04-26 08:21:57"
37,S10527120,564,gzCSV35U5-w,644,playing,"2017-04-26 08:21:58"
37,S10527120,565,gzCSV35U5-w,652,paused,"2017-04-26 08:21:58"
37,S10527120,566,gzCSV35U5-w,653,playing,"2017-04-26 08:21:58"
37,S10527120,567,gzCSV35U5-w,660,paused,"2017-04-26 08:21:59"
37,S10527120,568,gzCSV35U5-w,660,playing,"2017-04-26 08:21:59"
70,S10527173,569,gzCSV35U5-w,681,paused,"2017-04-26 08:21:59"
37,S10527120,570,gzCSV35U5-w,667,paused,"2017-04-26 08:21:59"
