Account,Behavior,Video_Time,CreateDate
S10527122,playing,311,"2017-04-26 08:30:54"
S10412108,paused,597,"2017-04-26 08:30:54"
S10412108,playing,597,"2017-04-26 08:30:54"
S10412108,paused,599,"2017-04-26 08:30:56"
S10527122,buffering,319,"2017-04-26 08:30:57"
S10527122,playing,319,"2017-04-26 08:30:57"
S10527105,playing,32,"2017-04-26 08:30:57"
S10527122,buffering,324,"2017-04-26 08:30:57"
S10527122,playing,324,"2017-04-26 08:30:57"
S10527122,buffering,330,"2017-04-26 08:30:58"
S10527122,playing,330,"2017-04-26 08:30:58"
S10527122,buffering,335,"2017-04-26 08:30:58"
S10527122,playing,335,"2017-04-26 08:30:58"
S10527122,buffering,340,"2017-04-26 08:30:59"
S10527122,playing,340,"2017-04-26 08:30:59"
S10527122,buffering,345,"2017-04-26 08:30:59"
S10527122,playing,345,"2017-04-26 08:31:00"
S10527122,buffering,351,"2017-04-26 08:31:00"
S10527122,playing,351,"2017-04-26 08:31:00"
S10527122,buffering,356,"2017-04-26 08:31:00"
S10527122,playing,356,"2017-04-26 08:31:01"
S10527122,buffering,361,"2017-04-26 08:31:01"
S10527122,playing,361,"2017-04-26 08:31:01"
S10527122,buffering,366,"2017-04-26 08:31:01"
S10527122,playing,366,"2017-04-26 08:31:01"
S10527122,buffering,371,"2017-04-26 08:31:01"
S10527122,playing,371,"2017-04-26 08:31:02"
S10527122,buffering,376,"2017-04-26 08:31:02"
S10527122,playing,376,"2017-04-26 08:31:02"
S10527122,buffering,381,"2017-04-26 08:31:02"
S10527122,playing,381,"2017-04-26 08:31:02"
S10527122,buffering,387,"2017-04-26 08:31:03"
S10527122,playing,387,"2017-04-26 08:31:03"
S10527122,buffering,392,"2017-04-26 08:31:03"
S10527122,playing,392,"2017-04-26 08:31:03"
S10527122,buffering,397,"2017-04-26 08:31:03"
S10527122,playing,397,"2017-04-26 08:31:03"
S10527122,buffering,404,"2017-04-26 08:31:05"
S10527122,playing,404,"2017-04-26 08:31:05"
S10527122,buffering,409,"2017-04-26 08:31:06"
S10527122,playing,409,"2017-04-26 08:31:06"
S10527122,buffering,414,"2017-04-26 08:31:06"
S10527122,playing,414,"2017-04-26 08:31:07"
S10527122,buffering,420,"2017-04-26 08:31:07"
S10527122,playing,420,"2017-04-26 08:31:07"
S10527122,buffering,425,"2017-04-26 08:31:07"
S10527122,playing,425,"2017-04-26 08:31:08"
S10527122,buffering,430,"2017-04-26 08:31:08"
S10527122,playing,430,"2017-04-26 08:31:08"
S10527122,buffering,435,"2017-04-26 08:31:08"
S10527122,playing,435,"2017-04-26 08:31:08"
S10527122,buffering,440,"2017-04-26 08:31:09"
S10527122,playing,440,"2017-04-26 08:31:09"
S10527140,playing,102,"2017-04-26 08:31:09"
S10527122,buffering,437,"2017-04-26 08:31:10"
S10527122,playing,437,"2017-04-26 08:31:10"
S10527122,buffering,432,"2017-04-26 08:31:11"
S10527122,playing,432,"2017-04-26 08:31:11"
S10527122,buffering,427,"2017-04-26 08:31:11"
S10527122,playing,427,"2017-04-26 08:31:11"
S10527122,buffering,434,"2017-04-26 08:31:13"
S10527122,playing,434,"2017-04-26 08:31:14"
S10527122,buffering,439,"2017-04-26 08:31:14"
S10527122,playing,439,"2017-04-26 08:31:14"
S10527122,buffering,445,"2017-04-26 08:31:14"
S10527122,playing,445,"2017-04-26 08:31:14"
S10527122,buffering,450,"2017-04-26 08:31:15"
S10527133,playing,172,"2017-04-26 08:31:15"
S10527122,playing,450,"2017-04-26 08:31:15"
S10527122,buffering,456,"2017-04-26 08:31:16"
S10527122,playing,456,"2017-04-26 08:31:16"
S10527122,buffering,461,"2017-04-26 08:31:16"
S10527122,playing,461,"2017-04-26 08:31:16"
S10527122,buffering,466,"2017-04-26 08:31:17"
S10527122,playing,466,"2017-04-26 08:31:17"
S10527122,buffering,472,"2017-04-26 08:31:18"
S10527122,playing,472,"2017-04-26 08:31:18"
S10527141,playing,97,"2017-04-26 08:31:18"
S10527122,buffering,478,"2017-04-26 08:31:19"
S10527122,playing,478,"2017-04-26 08:31:19"
S10527122,buffering,483,"2017-04-26 08:31:19"
S10527122,playing,483,"2017-04-26 08:31:20"
S10527133,buffering,175,"2017-04-26 08:31:20"
S10527133,playing,175,"2017-04-26 08:31:21"
S10527122,paused,487,"2017-04-26 08:31:24"
S10527105,paused,68,"2017-04-26 08:31:25"
S10527105,playing,68,"2017-04-26 08:31:26"
S10527105,paused,77,"2017-04-26 08:31:27"
S10527105,playing,77,"2017-04-26 08:31:28"
S10527141,paused,114,"2017-04-26 08:31:35"
S10527105,paused,92,"2017-04-26 08:31:35"
S10527105,playing,92,"2017-04-26 08:31:35"
S10527105,paused,111,"2017-04-26 08:31:37"
S10527105,playing,111,"2017-04-26 08:31:37"
S10527105,paused,121,"2017-04-26 08:31:41"
S10527105,playing,121,"2017-04-26 08:31:41"
S10527133,paused,197,"2017-04-26 08:31:43"
S10527105,paused,133,"2017-04-26 08:31:44"
S10527105,playing,133,"2017-04-26 08:31:44"
S10527105,paused,143,"2017-04-26 08:31:46"
S10527105,playing,143,"2017-04-26 08:31:46"
S10527105,paused,152,"2017-04-26 08:31:49"
S10527105,playing,152,"2017-04-26 08:31:49"
S10527141,playing,114,"2017-04-26 08:31:55"
S10527141,paused,123,"2017-04-26 08:31:58"
S10527141,playing,123,"2017-04-26 08:31:58"
S10527105,paused,164,"2017-04-26 08:32:01"
S10527141,paused,133,"2017-04-26 08:32:03"
S10527141,playing,133,"2017-04-26 08:32:04"
S10527141,paused,145,"2017-04-26 08:32:04"
S10527141,playing,145,"2017-04-26 08:32:04"
S10527141,paused,167,"2017-04-26 08:32:05"
S10527141,playing,167,"2017-04-26 08:32:05"
S10527141,paused,159,"2017-04-26 08:32:06"
S10527141,playing,159,"2017-04-26 08:32:06"
S10527141,paused,157,"2017-04-26 08:32:07"
S10527141,playing,157,"2017-04-26 08:32:07"
S10527141,paused,149,"2017-04-26 08:32:07"
S10527141,playing,149,"2017-04-26 08:32:08"
S10527141,paused,145,"2017-04-26 08:32:08"
S10527141,playing,145,"2017-04-26 08:32:09"
S10412108,playing,599,"2017-04-26 08:32:10"
S10527141,paused,155,"2017-04-26 08:32:14"
S10527136,buffering,0,"2017-04-26 08:32:15"
S10527136,playing,0,"2017-04-26 08:32:16"
S10527105,playing,164,"2017-04-26 08:32:17"
S10527105,paused,171,"2017-04-26 08:32:24"
S10412108,paused,617,"2017-04-26 08:32:28"
S10527141,playing,155,"2017-04-26 08:32:42"
S10527141,paused,161,"2017-04-26 08:32:45"
S10527141,playing,161,"2017-04-26 08:32:46"
S10527141,paused,165,"2017-04-26 08:32:46"
S10527141,playing,165,"2017-04-26 08:32:46"
S10527141,paused,168,"2017-04-26 08:32:47"
S10527141,playing,168,"2017-04-26 08:32:47"
S10527141,paused,174,"2017-04-26 08:32:47"
S10527141,playing,174,"2017-04-26 08:32:47"
S10527141,paused,180,"2017-04-26 08:32:48"
S10527141,playing,180,"2017-04-26 08:32:48"
S10527141,paused,186,"2017-04-26 08:32:49"
S10527141,playing,186,"2017-04-26 08:32:49"
S10527141,paused,188,"2017-04-26 08:32:49"
S10527141,playing,188,"2017-04-26 08:32:49"
S10527141,paused,190,"2017-04-26 08:32:52"
S10527105,playing,171,"2017-04-26 08:32:59"
S10527141,playing,190,"2017-04-26 08:32:59"
S10527105,paused,172,"2017-04-26 08:33:00"
S10527141,paused,208,"2017-04-26 08:33:01"
S10527141,playing,208,"2017-04-26 08:33:01"
S10527141,paused,201,"2017-04-26 08:33:02"
S10527141,playing,201,"2017-04-26 08:33:02"
S10527141,paused,197,"2017-04-26 08:33:03"
S10527141,playing,197,"2017-04-26 08:33:04"
S10527141,paused,208,"2017-04-26 08:33:05"
S10527141,playing,208,"2017-04-26 08:33:05"
S10527141,paused,211,"2017-04-26 08:33:08"
S10527105,playing,172,"2017-04-26 08:33:10"
S10527105,paused,172,"2017-04-26 08:33:11"
S10527141,playing,211,"2017-04-26 08:33:17"
S10527105,playing,172,"2017-04-26 08:33:19"
S10527140,buffering,232,"2017-04-26 08:33:19"
S10527140,playing,232,"2017-04-26 08:33:19"
S10527141,paused,223,"2017-04-26 08:33:20"
S10527141,playing,223,"2017-04-26 08:33:20"
S10527141,paused,238,"2017-04-26 08:33:25"
S10527141,playing,238,"2017-04-26 08:33:26"
S10527141,paused,241,"2017-04-26 08:33:26"
S10527141,playing,241,"2017-04-26 08:33:26"
S10527141,paused,249,"2017-04-26 08:33:27"
S10527141,playing,249,"2017-04-26 08:33:27"
S10527141,paused,252,"2017-04-26 08:33:27"
S10527141,playing,252,"2017-04-26 08:33:27"
S10527141,paused,254,"2017-04-26 08:33:28"
S10527141,playing,254,"2017-04-26 08:33:28"
S10527141,paused,259,"2017-04-26 08:33:28"
S10527141,playing,259,"2017-04-26 08:33:28"
S10527141,paused,263,"2017-04-26 08:33:29"
S10527141,playing,263,"2017-04-26 08:33:29"
S10527141,paused,271,"2017-04-26 08:33:29"
S10527141,playing,271,"2017-04-26 08:33:29"
S10527141,paused,274,"2017-04-26 08:33:30"
S10527141,playing,274,"2017-04-26 08:33:30"
S10527141,paused,283,"2017-04-26 08:33:31"
S10527141,playing,283,"2017-04-26 08:33:31"
S10527141,paused,290,"2017-04-26 08:33:31"
S10527141,playing,290,"2017-04-26 08:33:31"
S10527141,paused,297,"2017-04-26 08:33:32"
S10527141,playing,297,"2017-04-26 08:33:32"
S10527141,paused,301,"2017-04-26 08:33:33"
S10527141,playing,301,"2017-04-26 08:33:33"
S10527141,paused,308,"2017-04-26 08:33:36"
S10527141,playing,308,"2017-04-26 08:33:37"
S10527141,paused,312,"2017-04-26 08:33:37"
S10527141,playing,312,"2017-04-26 08:33:37"
S10527141,paused,317,"2017-04-26 08:33:38"
S10527141,playing,317,"2017-04-26 08:33:38"
S10527141,paused,321,"2017-04-26 08:33:38"
S10527141,playing,321,"2017-04-26 08:33:38"
S10527141,paused,327,"2017-04-26 08:33:39"
S10527141,playing,327,"2017-04-26 08:33:39"
S10527141,paused,332,"2017-04-26 08:33:39"
S10527141,playing,332,"2017-04-26 08:33:39"
S10527141,paused,336,"2017-04-26 08:33:39"
S10527141,playing,336,"2017-04-26 08:33:40"
S10527141,paused,339,"2017-04-26 08:33:40"
S10527141,playing,339,"2017-04-26 08:33:40"
S10527141,paused,342,"2017-04-26 08:33:40"
S10527141,playing,342,"2017-04-26 08:33:40"
S10527141,paused,345,"2017-04-26 08:33:41"
S10527141,playing,345,"2017-04-26 08:33:41"
S10527141,paused,348,"2017-04-26 08:33:41"
S10527141,playing,348,"2017-04-26 08:33:41"
S10527141,paused,342,"2017-04-26 08:33:43"
S10527141,playing,342,"2017-04-26 08:33:43"
S10527105,paused,198,"2017-04-26 08:33:45"
S10527141,paused,338,"2017-04-26 08:33:45"
S10527141,playing,338,"2017-04-26 08:33:45"
S10527141,paused,334,"2017-04-26 08:33:46"
S10527141,playing,334,"2017-04-26 08:33:47"
S10527141,paused,330,"2017-04-26 08:33:47"
S10527141,playing,330,"2017-04-26 08:33:47"
S10527141,paused,325,"2017-04-26 08:33:48"
S10527141,playing,325,"2017-04-26 08:33:48"
S10527141,paused,319,"2017-04-26 08:33:49"
S10527141,playing,319,"2017-04-26 08:33:49"
S10527141,paused,311,"2017-04-26 08:33:49"
S10527141,playing,311,"2017-04-26 08:33:49"
S10527141,paused,308,"2017-04-26 08:33:50"
S10527141,playing,308,"2017-04-26 08:33:50"
S10527141,paused,303,"2017-04-26 08:33:51"
S10527141,playing,303,"2017-04-26 08:33:51"
S10527141,paused,291,"2017-04-26 08:33:52"
S10527141,playing,291,"2017-04-26 08:33:52"
S10527141,paused,281,"2017-04-26 08:33:53"
S10527141,playing,281,"2017-04-26 08:33:53"
S10527141,paused,270,"2017-04-26 08:33:54"
S10527141,playing,270,"2017-04-26 08:33:54"
S10527141,paused,283,"2017-04-26 08:33:55"
S10527141,playing,283,"2017-04-26 08:33:55"
S10527141,paused,285,"2017-04-26 08:33:57"
S10527105,playing,198,"2017-04-26 08:34:13"
S10527141,playing,285,"2017-04-26 08:34:16"
S10527105,paused,208,"2017-04-26 08:34:16"
S10527105,playing,209,"2017-04-26 08:34:16"
S10527141,paused,296,"2017-04-26 08:34:18"
S10527141,playing,296,"2017-04-26 08:34:18"
S10527141,paused,315,"2017-04-26 08:34:18"
S10527141,playing,315,"2017-04-26 08:34:18"
S10527141,paused,354,"2017-04-26 08:34:19"
S10527141,playing,354,"2017-04-26 08:34:19"
S10527141,paused,380,"2017-04-26 08:34:19"
S10527141,playing,380,"2017-04-26 08:34:19"
S10527141,paused,389,"2017-04-26 08:34:20"
S10527141,playing,389,"2017-04-26 08:34:20"
S10527141,paused,404,"2017-04-26 08:34:21"
S10527141,playing,404,"2017-04-26 08:34:21"
S10527141,paused,417,"2017-04-26 08:34:22"
S10527141,playing,417,"2017-04-26 08:34:22"
S10527136,paused,127,"2017-04-26 08:34:23"
S10527141,paused,421,"2017-04-26 08:34:23"
S10527141,playing,422,"2017-04-26 08:34:24"
S10527105,paused,222,"2017-04-26 08:34:24"
S10527141,paused,404,"2017-04-26 08:34:24"
S10527105,playing,222,"2017-04-26 08:34:24"
S10527141,playing,404,"2017-04-26 08:34:24"
S10527141,paused,399,"2017-04-26 08:34:26"
S10527141,playing,399,"2017-04-26 08:34:26"
S10527141,paused,393,"2017-04-26 08:34:27"
S10527141,playing,393,"2017-04-26 08:34:27"
S10527141,paused,388,"2017-04-26 08:34:27"
S10527141,playing,388,"2017-04-26 08:34:28"
S10527141,paused,403,"2017-04-26 08:34:29"
S10527141,playing,403,"2017-04-26 08:34:29"
S10527141,paused,411,"2017-04-26 08:34:30"
S10527141,playing,411,"2017-04-26 08:34:30"
S10527141,paused,420,"2017-04-26 08:34:31"
S10527141,playing,420,"2017-04-26 08:34:31"
S10527141,paused,424,"2017-04-26 08:34:32"
S10527141,playing,424,"2017-04-26 08:34:32"
S10527141,paused,434,"2017-04-26 08:34:32"
S10527141,playing,434,"2017-04-26 08:34:32"
S10527141,paused,440,"2017-04-26 08:34:33"
S10527141,playing,440,"2017-04-26 08:34:33"
S10527141,paused,441,"2017-04-26 08:34:34"
S10527140,paused,311,"2017-04-26 08:34:39"
S10527133,playing,197,"2017-04-26 08:34:41"
S10527140,playing,311,"2017-04-26 08:34:44"
S10527105,paused,252,"2017-04-26 08:34:45"
S10527105,playing,252,"2017-04-26 08:34:45"
S10527141,playing,441,"2017-04-26 08:34:48"
S10527141,paused,436,"2017-04-26 08:34:49"
S10527141,playing,436,"2017-04-26 08:34:50"
S10527141,paused,429,"2017-04-26 08:34:50"
S10527141,playing,429,"2017-04-26 08:34:50"
S10527140,paused,319,"2017-04-26 08:34:51"
S10527136,buffering,0,"2017-04-26 08:34:51"
S10527141,paused,431,"2017-04-26 08:34:52"
S10527136,playing,0,"2017-04-26 08:34:52"
S10527136,paused,408,"2017-04-26 08:34:54"
S10527136,playing,408,"2017-04-26 08:34:54"
S10527136,buffering,408,"2017-04-26 08:34:54"
S10527136,playing,408,"2017-04-26 08:34:54"
S10527110,paused,79,"2017-04-26 08:34:56"
S10527136,paused,798,"2017-04-26 08:34:56"
S10527136,playing,798,"2017-04-26 08:34:56"
S10527136,buffering,798,"2017-04-26 08:34:56"
S10527136,playing,798,"2017-04-26 08:34:57"
S10527136,paused,870,"2017-04-26 08:34:57"
S10527136,playing,870,"2017-04-26 08:34:57"
S10527136,buffering,870,"2017-04-26 08:34:57"
S10527136,playing,870,"2017-04-26 08:34:57"
S10527136,paused,973,"2017-04-26 08:34:58"
S10527136,playing,973,"2017-04-26 08:34:58"
S10527136,buffering,973,"2017-04-26 08:34:58"
S10527136,playing,973,"2017-04-26 08:34:58"
S10527136,paused,1025,"2017-04-26 08:34:59"
S10527136,playing,1025,"2017-04-26 08:34:59"
S10527136,buffering,1025,"2017-04-26 08:34:59"
S10527136,playing,1025,"2017-04-26 08:34:59"
S10527136,paused,1054,"2017-04-26 08:35:00"
S10527136,playing,1054,"2017-04-26 08:35:00"
S10527136,buffering,1054,"2017-04-26 08:35:00"
S10527136,playing,1054,"2017-04-26 08:35:00"
S10527136,paused,829,"2017-04-26 08:35:01"
S10527136,playing,829,"2017-04-26 08:35:01"
S10527136,buffering,829,"2017-04-26 08:35:01"
S10527136,playing,829,"2017-04-26 08:35:01"
S10527136,paused,760,"2017-04-26 08:35:02"
S10527136,playing,760,"2017-04-26 08:35:02"
S10527136,buffering,760,"2017-04-26 08:35:02"
S10527136,playing,760,"2017-04-26 08:35:02"
S10527136,paused,605,"2017-04-26 08:35:02"
S10527136,playing,605,"2017-04-26 08:35:02"
S10527136,buffering,605,"2017-04-26 08:35:02"
S10527136,playing,605,"2017-04-26 08:35:02"
S10527136,paused,544,"2017-04-26 08:35:03"
S10527136,playing,544,"2017-04-26 08:35:03"
S10527136,buffering,544,"2017-04-26 08:35:03"
S10527136,playing,544,"2017-04-26 08:35:03"
S10527136,paused,472,"2017-04-26 08:35:03"
S10527136,playing,472,"2017-04-26 08:35:03"
S10527136,buffering,472,"2017-04-26 08:35:03"
S10527136,playing,472,"2017-04-26 08:35:04"
S10527136,paused,441,"2017-04-26 08:35:04"
S10527136,playing,441,"2017-04-26 08:35:04"
S10527136,buffering,441,"2017-04-26 08:35:04"
S10527136,playing,441,"2017-04-26 08:35:04"
S10527140,playing,319,"2017-04-26 08:35:05"
S10527110,playing,79,"2017-04-26 08:35:06"
S10527136,buffering,0,"2017-04-26 08:35:12"
S10527136,playing,0,"2017-04-26 08:35:13"
S10527133,paused,227,"2017-04-26 08:35:13"
S10527136,paused,128,"2017-04-26 08:35:13"
S10527136,playing,128,"2017-04-26 08:35:14"
S10527136,buffering,128,"2017-04-26 08:35:14"
S10527136,playing,128,"2017-04-26 08:35:14"
S10527136,paused,147,"2017-04-26 08:35:14"
S10527136,playing,147,"2017-04-26 08:35:14"
S10527136,buffering,147,"2017-04-26 08:35:14"
S10527136,playing,147,"2017-04-26 08:35:15"
S10527136,paused,202,"2017-04-26 08:35:15"
S10527136,playing,202,"2017-04-26 08:35:15"
S10527136,buffering,202,"2017-04-26 08:35:15"
S10527136,playing,202,"2017-04-26 08:35:15"
S10527136,paused,278,"2017-04-26 08:35:16"
S10527136,playing,278,"2017-04-26 08:35:16"
S10527136,buffering,278,"2017-04-26 08:35:16"
S10527136,playing,278,"2017-04-26 08:35:16"
S10527136,paused,322,"2017-04-26 08:35:16"
S10527136,playing,322,"2017-04-26 08:35:17"
S10527136,buffering,322,"2017-04-26 08:35:17"
S10527136,playing,322,"2017-04-26 08:35:17"
S10527136,paused,347,"2017-04-26 08:35:17"
S10527136,playing,347,"2017-04-26 08:35:17"
S10527136,buffering,347,"2017-04-26 08:35:17"
S10527136,playing,347,"2017-04-26 08:35:17"
S10527136,paused,365,"2017-04-26 08:35:18"
S10527136,playing,365,"2017-04-26 08:35:18"
S10527136,buffering,365,"2017-04-26 08:35:18"
S10527136,playing,365,"2017-04-26 08:35:18"
S10527136,paused,406,"2017-04-26 08:35:18"
S10527136,playing,406,"2017-04-26 08:35:18"
S10527136,buffering,406,"2017-04-26 08:35:18"
S10527136,playing,406,"2017-04-26 08:35:19"
S10527136,paused,421,"2017-04-26 08:35:19"
S10527136,playing,421,"2017-04-26 08:35:19"
S10527136,buffering,421,"2017-04-26 08:35:19"
S10527136,playing,421,"2017-04-26 08:35:19"
S10527136,paused,431,"2017-04-26 08:35:20"
S10527136,playing,431,"2017-04-26 08:35:20"
S10527136,paused,448,"2017-04-26 08:35:21"
S10527136,playing,448,"2017-04-26 08:35:21"
S10527136,buffering,448,"2017-04-26 08:35:21"
S10527136,playing,448,"2017-04-26 08:35:21"
S10527136,paused,471,"2017-04-26 08:35:21"
S10527136,playing,471,"2017-04-26 08:35:21"
S10527136,buffering,471,"2017-04-26 08:35:21"
S10527136,playing,471,"2017-04-26 08:35:21"
S10527136,paused,486,"2017-04-26 08:35:22"
S10527136,playing,486,"2017-04-26 08:35:22"
S10527136,buffering,486,"2017-04-26 08:35:22"
S10527136,playing,486,"2017-04-26 08:35:22"
S10527136,paused,509,"2017-04-26 08:35:22"
S10527136,playing,509,"2017-04-26 08:35:22"
S10527136,buffering,509,"2017-04-26 08:35:23"
S10527136,playing,509,"2017-04-26 08:35:23"
S10527136,paused,528,"2017-04-26 08:35:23"
S10527136,playing,528,"2017-04-26 08:35:23"
S10527136,buffering,528,"2017-04-26 08:35:23"
S10527136,playing,528,"2017-04-26 08:35:23"
S10527136,paused,555,"2017-04-26 08:35:24"
S10527136,playing,555,"2017-04-26 08:35:24"
S10527136,buffering,555,"2017-04-26 08:35:24"
S10527136,playing,555,"2017-04-26 08:35:24"
S10527136,paused,599,"2017-04-26 08:35:25"
S10527136,playing,599,"2017-04-26 08:35:25"
S10527136,buffering,599,"2017-04-26 08:35:25"
S10527136,playing,599,"2017-04-26 08:35:25"
S10527136,paused,628,"2017-04-26 08:35:26"
S10527136,playing,628,"2017-04-26 08:35:26"
S10527136,buffering,628,"2017-04-26 08:35:26"
S10527136,playing,628,"2017-04-26 08:35:26"
S10527136,paused,656,"2017-04-26 08:35:26"
S10527136,playing,656,"2017-04-26 08:35:26"
S10527136,buffering,656,"2017-04-26 08:35:26"
S10527136,playing,682,"2017-04-26 08:35:27"
S10527136,paused,682,"2017-04-26 08:35:27"
S10527136,buffering,682,"2017-04-26 08:35:27"
S10527136,playing,682,"2017-04-26 08:35:28"
S10527136,paused,699,"2017-04-26 08:35:28"
S10527136,playing,699,"2017-04-26 08:35:28"
S10527136,buffering,699,"2017-04-26 08:35:28"
S10527136,playing,699,"2017-04-26 08:35:28"
S10527136,paused,739,"2017-04-26 08:35:29"
S10527136,playing,739,"2017-04-26 08:35:29"
S10527136,buffering,739,"2017-04-26 08:35:29"
S10527136,playing,739,"2017-04-26 08:35:29"
S10527131,buffering,0,"2017-04-26 08:35:30"
S10527131,playing,0,"2017-04-26 08:35:31"
S10527136,buffering,0,"2017-04-26 08:35:33"
S10527136,playing,0,"2017-04-26 08:35:33"
S10527136,paused,16,"2017-04-26 08:35:50"
S10527131,paused,48,"2017-04-26 08:35:56"
S10527131,playing,48,"2017-04-26 08:35:56"
S10527133,buffering,227,"2017-04-26 08:35:57"
S10527141,playing,431,"2017-04-26 08:36:02"
S10527141,paused,426,"2017-04-26 08:36:05"
S10527141,playing,426,"2017-04-26 08:36:05"
S10527141,paused,419,"2017-04-26 08:36:06"
S10527141,playing,419,"2017-04-26 08:36:06"
S10527141,paused,415,"2017-04-26 08:36:08"
S10527141,playing,415,"2017-04-26 08:36:08"
S10527141,paused,408,"2017-04-26 08:36:08"
S10527141,playing,408,"2017-04-26 08:36:08"
S10527131,paused,57,"2017-04-26 08:36:09"
S10527131,playing,57,"2017-04-26 08:36:09"
S10527141,paused,395,"2017-04-26 08:36:09"
S10527141,playing,395,"2017-04-26 08:36:09"
S10527141,paused,387,"2017-04-26 08:36:10"
S10527131,paused,56,"2017-04-26 08:36:10"
S10527141,playing,387,"2017-04-26 08:36:10"
S10527131,playing,56,"2017-04-26 08:36:10"
S10527141,paused,377,"2017-04-26 08:36:11"
S10527122,playing,487,"2017-04-26 08:36:11"
S10527141,playing,377,"2017-04-26 08:36:11"
S10527131,paused,58,"2017-04-26 08:36:12"
S10527122,paused,510,"2017-04-26 08:36:12"
S10527122,buffering,510,"2017-04-26 08:36:13"
S10527141,paused,376,"2017-04-26 08:36:13"
S10527122,playing,510,"2017-04-26 08:36:13"
S10527141,playing,376,"2017-04-26 08:36:13"
S10527122,paused,530,"2017-04-26 08:36:14"
S10527122,buffering,530,"2017-04-26 08:36:14"
S10527122,playing,530,"2017-04-26 08:36:14"
S10527141,paused,375,"2017-04-26 08:36:15"
S10527141,playing,375,"2017-04-26 08:36:15"
S10527122,paused,567,"2017-04-26 08:36:16"
S10527122,buffering,567,"2017-04-26 08:36:16"
S10527122,playing,567,"2017-04-26 08:36:16"
S10527141,paused,376,"2017-04-26 08:36:17"
S10527122,paused,599,"2017-04-26 08:36:17"
S10527122,buffering,599,"2017-04-26 08:36:18"
S10527122,playing,599,"2017-04-26 08:36:18"
S10527122,paused,627,"2017-04-26 08:36:19"
S10527122,buffering,627,"2017-04-26 08:36:19"
S10527122,playing,627,"2017-04-26 08:36:19"
S10527122,paused,678,"2017-04-26 08:36:20"
S10527122,buffering,678,"2017-04-26 08:36:20"
S10527122,playing,678,"2017-04-26 08:36:21"
S10527122,paused,639,"2017-04-26 08:36:22"
S10527120,playing,356,"2017-04-26 08:36:22"
S10527122,buffering,639,"2017-04-26 08:36:22"
S10527122,playing,639,"2017-04-26 08:36:22"
S10527122,paused,611,"2017-04-26 08:36:23"
S10527122,buffering,611,"2017-04-26 08:36:23"
S10527122,playing,611,"2017-04-26 08:36:23"
S10527120,paused,361,"2017-04-26 08:36:23"
S10527120,playing,362,"2017-04-26 08:36:24"
S10527122,paused,588,"2017-04-26 08:36:24"
S10527122,buffering,588,"2017-04-26 08:36:24"
S10527120,paused,364,"2017-04-26 08:36:24"
S10527122,playing,588,"2017-04-26 08:36:24"
S10527120,playing,364,"2017-04-26 08:36:24"
S10527120,paused,368,"2017-04-26 08:36:25"
S10527120,playing,369,"2017-04-26 08:36:25"
S10527120,paused,374,"2017-04-26 08:36:25"
S10527120,playing,374,"2017-04-26 08:36:25"
S10527120,paused,377,"2017-04-26 08:36:25"
S10527120,playing,377,"2017-04-26 08:36:26"
S10527120,paused,383,"2017-04-26 08:36:26"
S10527120,playing,383,"2017-04-26 08:36:26"
S10527120,paused,379,"2017-04-26 08:36:27"
S10527120,playing,379,"2017-04-26 08:36:27"
S10527131,playing,50,"2017-04-26 08:36:27"
S10527120,paused,377,"2017-04-26 08:36:29"
S10527120,playing,377,"2017-04-26 08:36:29"
S10527120,paused,375,"2017-04-26 08:36:29"
S10527120,playing,375,"2017-04-26 08:36:29"
S10527122,paused,594,"2017-04-26 08:36:30"
S10527122,playing,594,"2017-04-26 08:36:31"
S10527122,buffering,589,"2017-04-26 08:36:31"
S10527122,playing,589,"2017-04-26 08:36:32"
S10527122,buffering,585,"2017-04-26 08:36:32"
S10527122,playing,585,"2017-04-26 08:36:32"
S10527141,playing,376,"2017-04-26 08:36:36"
S10527120,paused,382,"2017-04-26 08:36:37"
S10527141,paused,386,"2017-04-26 08:36:40"
S10527141,playing,386,"2017-04-26 08:36:40"
S10527141,paused,389,"2017-04-26 08:36:43"
S10527136,playing,16,"2017-04-26 08:36:50"
S10527122,paused,608,"2017-04-26 08:36:56"
S10527136,paused,55,"2017-04-26 08:36:56"
S10527136,playing,55,"2017-04-26 08:36:56"
S10527136,paused,83,"2017-04-26 08:36:59"
S10527136,playing,83,"2017-04-26 08:36:59"
S10527136,paused,106,"2017-04-26 08:37:00"
S10527136,playing,106,"2017-04-26 08:37:00"
S10527105,paused,269,"2017-04-26 08:37:01"
S10527105,playing,269,"2017-04-26 08:37:01"
S10527136,paused,188,"2017-04-26 08:37:04"
S10527136,playing,188,"2017-04-26 08:37:04"
S10527136,buffering,188,"2017-04-26 08:37:04"
S10527136,playing,188,"2017-04-26 08:37:04"
S10527136,paused,174,"2017-04-26 08:37:06"
S10527136,playing,174,"2017-04-26 08:37:06"
S10527136,buffering,174,"2017-04-26 08:37:06"
S10527136,playing,174,"2017-04-26 08:37:06"
S10527136,paused,159,"2017-04-26 08:37:07"
S10527136,playing,159,"2017-04-26 08:37:07"
S10527136,buffering,159,"2017-04-26 08:37:07"
S10527136,playing,159,"2017-04-26 08:37:07"
S10527136,paused,120,"2017-04-26 08:37:09"
S10527136,playing,120,"2017-04-26 08:37:09"
S10527105,paused,272,"2017-04-26 08:37:09"
S10527105,playing,272,"2017-04-26 08:37:09"
